Financial Year,Reporting Period,Activity Month,Breakdown,CCG code,CCG name,Provider code,Provider name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2025-26,13,Oct 2025,CCGProv,11X,NHS SOMERSET ICB - 11X,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,0,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,11X,NHS SOMERSET ICB - 11X,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2025-26,13,Oct 2025,CCGProv,13Q,NATIONAL COMMISSIONING HUB 1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,0,*,*,*,*,*,*,*,0,*,0,*,*,*,*,*,*
2025-26,13,Oct 2025,CCGProv,13Q,NATIONAL COMMISSIONING HUB 1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,*,*,10,*,15,*,0,0,0,*,*,*,10,*,15,*
2025-26,13,Oct 2025,CCGProv,13T,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,13T,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,14L,NHS GREATER MANCHESTER ICB - 14L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0
2025-26,13,Oct 2025,CCGProv,14L,NHS GREATER MANCHESTER ICB - 14L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,*,0,*,0,*,*,0,*,*,0,*,0,*,0,*,*
2025-26,13,Oct 2025,CCGProv,14M,LONDON - H&J COMMISSIONING HUB,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,14Q,MIDLANDS - H&J COMMISSIONING HUB,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*
2025-26,13,Oct 2025,CCGProv,14Y,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Oct 2025,CCGProv,14Y,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,*,*,0,*,0,0,*,*,0,0,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,0
2025-26,13,Oct 2025,CCGProv,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Oct 2025,CCGProv,15E,NHS BIRMINGHAM AND SOLIHULL ICB - 15E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,*,*,0,0,*,*,0,0,0,*,*,*,0,0,*,*,0,0,0
2025-26,13,Oct 2025,CCGProv,15E,NHS BIRMINGHAM AND SOLIHULL ICB - 15E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,15F,NHS WEST YORKSHIRE ICB - 15F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,0,*,0,0,0,0,0,*,*,*,0,*
2025-26,13,Oct 2025,CCGProv,15F,NHS WEST YORKSHIRE ICB - 15F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2025-26,13,Oct 2025,CCGProv,15M,NHS DERBY AND DERBYSHIRE ICB - 15M,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Oct 2025,CCGProv,15M,NHS DERBY AND DERBYSHIRE ICB - 15M,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0
2025-26,13,Oct 2025,CCGProv,15N,NHS DEVON ICB - 15N,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,*,*,*,0,0,0,*,0,*,*,*,*,*
2025-26,13,Oct 2025,CCGProv,15N,NHS DEVON ICB - 15N,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,*,*,*,0,*,0,0,*,*,0,*,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,16C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2025-26,13,Oct 2025,CCGProv,16C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,0,*,0,0,0,0,0,*,*,*,0,*,0,0,0,0,0,*,*
2025-26,13,Oct 2025,CCGProv,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,26A,NHS NORFOLK AND WAVENEY ICB - 26A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,*
2025-26,13,Oct 2025,CCGProv,26A,NHS NORFOLK AND WAVENEY ICB - 26A,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,*,10,*,0,0,0,*,0,*,*,*,10,*
2025-26,13,Oct 2025,CCGProv,27D,NHS CHESHIRE AND MERSEYSIDE ICB - 27D,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Oct 2025,CCGProv,36L,NHS SOUTH WEST LONDON ICB - 36L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,*,0,10,10,*,15,0,*,0,*,*,*,15,15,*,20,0
2025-26,13,Oct 2025,CCGProv,36L,NHS SOUTH WEST LONDON ICB - 36L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,10,*,10,15,*,20,*,0,*,*,10,*,15,20,*,30,*
2025-26,13,Oct 2025,CCGProv,42D,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,42D,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,*,*,0,0,0,0,*,*,0,0,*,*,0,0,0
2025-26,13,Oct 2025,CCGProv,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,*,0,0,0,0,0,0,0,*,*,*,0,0
2025-26,13,Oct 2025,CCGProv,70F,NHS SUSSEX ICB - 70F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,*,*,*,0,*,*,*,0,*,*,*,*,*
2025-26,13,Oct 2025,CCGProv,70F,NHS SUSSEX ICB - 70F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,15,20,*,20,30,50,*,100,*,*,15,20,10,20,45,70,*,130,10
2025-26,13,Oct 2025,CCGProv,71E,NHS LINCOLNSHIRE ICB - 71E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,0,0,0,*,*,*,0,*,*,0,0,*,*,*,*,*
2025-26,13,Oct 2025,CCGProv,71E,NHS LINCOLNSHIRE ICB - 71E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,0,*,*,*
2025-26,13,Oct 2025,CCGProv,72Q,NHS SOUTH EAST LONDON ICB - 72Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,*,*,10,*,20,20,*,35,*,*,*,*,10,*,25,25,*,40,*
2025-26,13,Oct 2025,CCGProv,72Q,NHS SOUTH EAST LONDON ICB - 72Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,15,20,20,*,65,70,*,275,20,*,15,20,25,10,95,100,10,385,20
2025-26,13,Oct 2025,CCGProv,78H,NHS NORTHAMPTONSHIRE ICB - 78H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2025-26,13,Oct 2025,CCGProv,78H,NHS NORTHAMPTONSHIRE ICB - 78H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,0
2025-26,13,Oct 2025,CCGProv,7A1,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Oct 2025,CCGProv,7A1,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Oct 2025,CCGProv,7A2,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,0,0,0,0,0,*,*,*,0,*,0,0,0,0,0,*,*
2025-26,13,Oct 2025,CCGProv,7A3,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,0
2025-26,13,Oct 2025,CCGProv,7A3,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2025-26,13,Oct 2025,CCGProv,7A4,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,*,*,*,*,0
2025-26,13,Oct 2025,CCGProv,7A4,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,7A5,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Oct 2025,CCGProv,7A6,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Oct 2025,CCGProv,7A6,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Oct 2025,CCGProv,7A7,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2025-26,13,Oct 2025,CCGProv,84H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,0
2025-26,13,Oct 2025,CCGProv,84H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,*,*,0,0,0,0,*,0,*,*,*,*,0
2025-26,13,Oct 2025,CCGProv,91Q,NHS KENT AND MEDWAY ICB - 91Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,835,6130,6965,4195,12470,19535,32010,1400,48245,2660,890,6130,7020,5120,13615,27800,41415,1875,59045,3355
2025-26,13,Oct 2025,CCGProv,91Q,NHS KENT AND MEDWAY ICB - 91Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,690,5690,6380,3420,9940,9190,19130,1200,46275,1730,755,5690,6450,3930,10100,12390,22490,1350,55020,2050
2025-26,13,Oct 2025,CCGProv,92A,NHS SURREY HEARTLANDS ICB - 92A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,*,*,*,0,0,0,*,0,*,*,*,*,*
2025-26,13,Oct 2025,CCGProv,92A,NHS SURREY HEARTLANDS ICB - 92A,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,10,10,*,*,15,20,*,55,*,0,10,10,*,*,25,30,*,80,*
2025-26,13,Oct 2025,CCGProv,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,*,*,0,0,0,0,0,*,*,*,*,*
2025-26,13,Oct 2025,CCGProv,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,93C,NHS NORTH CENTRAL LONDON ICB - 93C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,10,*,*,*,0,0,0,*,*,15,15,*,*,*
2025-26,13,Oct 2025,CCGProv,93C,NHS NORTH CENTRAL LONDON ICB - 93C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Oct 2025,CCGProv,97R,NHS SUSSEX ICB - 97R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,*,*,*,*,20,25,*,70,10,*,*,*,*,*,25,30,*,80,10
2025-26,13,Oct 2025,CCGProv,97R,NHS SUSSEX ICB - 97R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,55,475,530,310,750,745,1495,70,3245,130,65,475,545,385,755,1030,1785,80,3750,150
2025-26,13,Oct 2025,CCGProv,97T,SOUTH EAST - H&J COMMISSIONING HUB,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,*
2025-26,13,Oct 2025,CCGProv,97T,SOUTH EAST - H&J COMMISSIONING HUB,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,10,10,20,*,35,*,0,*,*,*,10,10,20,*,35,*
2025-26,13,Oct 2025,CCGProv,99A,NHS CHESHIRE AND MERSEYSIDE ICB - 99A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,99C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,99E,NHS MID AND SOUTH ESSEX ICB - 99E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,*,0,0,*,0,0,0,*,*,*,*,0,0,*
2025-26,13,Oct 2025,CCGProv,99E,NHS MID AND SOUTH ESSEX ICB - 99E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,*,*,0,10,0,0,*,*,0,0,*,*,0,10,0
2025-26,13,Oct 2025,CCGProv,99F,NHS MID AND SOUTH ESSEX ICB - 99F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,99G,NHS MID AND SOUTH ESSEX ICB - 99G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,99G,NHS MID AND SOUTH ESSEX ICB - 99G,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,0,0,0,*,0,0,*,*,0,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,A3A8R,NHS NORTH EAST LONDON ICB - A3A8R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,*,*,*,10,*,20,*,*,0,*,*,*,10,10,*,25,*
2025-26,13,Oct 2025,CCGProv,A3A8R,NHS NORTH EAST LONDON ICB - A3A8R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,*,*,*,*,10,10,*,20,*,*,*,*,*,*,15,15,*,25,*
2025-26,13,Oct 2025,CCGProv,B2M3M,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,B2M3M,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,0,0,*,*,*,0,*,*,0,0,0,0,*,*,*
2025-26,13,Oct 2025,CCGProv,D2P2L,NHS BLACK COUNTRY ICB - D2P2L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,0,0,*,*,*,0,*,*,*,0,0,0,*,*,*
2025-26,13,Oct 2025,CCGProv,D2P2L,NHS BLACK COUNTRY ICB - D2P2L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Oct 2025,CCGProv,D4U1Y,NHS FRIMLEY ICB - D4U1Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,*,*,*,0,*,*,*,0,*,*,*,10,*
2025-26,13,Oct 2025,CCGProv,D4U1Y,NHS FRIMLEY ICB - D4U1Y,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,*,*,*,0,*,0,0,*,*,0,*,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,D9Y0V,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,*,10,*,0,0,0,*,0,*,*,*,10,*
2025-26,13,Oct 2025,CCGProv,D9Y0V,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,*,*,*,0,*,*,0,*,*,*,*,*,*,0,*,*
2025-26,13,Oct 2025,CCGProv,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,*,*,*,*,0,0,0,*,*,*,*,*,*,*
2025-26,13,Oct 2025,CCGProv,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,*,*,0,0,0,0,*,0,*,*,*,*,0
2025-26,13,Oct 2025,CCGProv,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Oct 2025,CCGProv,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Oct 2025,CCGProv,W2U3Z,NHS NORTH WEST LONDON ICB - W2U3Z,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,*,15,15,*,15,*,0,*,*,*,*,20,20,*,20,*
2025-26,13,Oct 2025,CCGProv,W2U3Z,NHS NORTH WEST LONDON ICB - W2U3Z,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,*,10,15,*,10,0,0,*,*,*,*,10,15,*,15,0
2025-26,13,Oct 2025,CCGProv,X2C4Y,NHS WEST YORKSHIRE ICB - X2C4Y,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
2025-26,13,Nov 2025,CCGProv,00L,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Nov 2025,CCGProv,00T,NHS GREATER MANCHESTER ICB - 00T,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2025-26,13,Nov 2025,CCGProv,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Nov 2025,CCGProv,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Nov 2025,CCGProv,00Y,NHS GREATER MANCHESTER ICB - 00Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Nov 2025,CCGProv,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Nov 2025,CCGProv,01D,NHS GREATER MANCHESTER ICB - 01D,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
2025-26,13,Nov 2025,CCGProv,01D,NHS GREATER MANCHESTER ICB - 01D,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Nov 2025,CCGProv,01E,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
2025-26,13,Nov 2025,CCGProv,01G,NHS GREATER MANCHESTER ICB - 01G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Nov 2025,CCGProv,01H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Nov 2025,CCGProv,01K,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Nov 2025,CCGProv,01K,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
