Financial Year,Reporting Period,Activity Month,Breakdown,CCG code,CCG name,Provider code,Provider name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2025-26,13,Apr 2025,CCGProv,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,0,*,0,0,*,*,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,70F,NHS SUSSEX ICB - 70F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,*,*,*,0,*,*,*,0,*,*,*,*,*
2025-26,13,Apr 2025,CCGProv,70F,NHS SUSSEX ICB - 70F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,25,30,25,20,45,65,*,120,*,*,25,30,30,20,70,90,*,130,*
2025-26,13,Apr 2025,CCGProv,71E,NHS LINCOLNSHIRE ICB - 71E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,0,*,0,0,*,*,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,71E,NHS LINCOLNSHIRE ICB - 71E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,72Q,NHS SOUTH EAST LONDON ICB - 72Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,*,10,15,*,20,20,*,50,*,*,*,10,20,*,25,25,*,55,*
2025-26,13,Apr 2025,CCGProv,72Q,NHS SOUTH EAST LONDON ICB - 72Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,25,30,65,15,70,85,10,250,15,*,25,30,65,15,95,110,15,380,25
2025-26,13,Apr 2025,CCGProv,78H,NHS NORTHAMPTONSHIRE ICB - 78H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,*,0,0,0,*,0,0,0,0,0,*
2025-26,13,Apr 2025,CCGProv,78H,NHS NORTHAMPTONSHIRE ICB - 78H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0
2025-26,13,Apr 2025,CCGProv,7A1,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,0,*,0,0,0,0,0,*,*,*,0,*
2025-26,13,Apr 2025,CCGProv,7A2,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,7A2,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,7A3,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,7A3,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,7A4,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,0,*,0,*,*,0,0,0,0,*,0,*,0,*,*
2025-26,13,Apr 2025,CCGProv,7A4,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,*,0,0,0,*,0,0,0,0,0,*
2025-26,13,Apr 2025,CCGProv,7A5,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,7A6,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,7A6,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,7A7,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Apr 2025,CCGProv,84H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,84H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,91Q,NHS KENT AND MEDWAY ICB - 91Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,745,5495,6240,4195,12120,19280,31400,1605,41480,2665,785,5530,6315,5115,13275,26990,40265,2125,51400,3525
2025-26,13,Apr 2025,CCGProv,91Q,NHS KENT AND MEDWAY ICB - 91Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,565,4850,5415,5915,7885,8905,16790,845,42225,1385,575,4850,5425,6440,8035,11900,19935,955,50500,1635
2025-26,13,Apr 2025,CCGProv,92A,NHS SURREY HEARTLANDS ICB - 92A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,*,*,*,*,10,10,*,10,*,*,*,*,*,*,10,15,*,10,*
2025-26,13,Apr 2025,CCGProv,92A,NHS SURREY HEARTLANDS ICB - 92A,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,15,*,15,20,*,55,*,0,*,*,15,*,20,20,*,65,*
2025-26,13,Apr 2025,CCGProv,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,0,*,*,0,*,*,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,*,*
2025-26,13,Apr 2025,CCGProv,93C,NHS NORTH CENTRAL LONDON ICB - 93C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,*,0,*,*,0,0,0,*,*,*,10,0,*,*
2025-26,13,Apr 2025,CCGProv,93C,NHS NORTH CENTRAL LONDON ICB - 93C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,*,*,*,0,0,0,*,0,*,*,*,*,*
2025-26,13,Apr 2025,CCGProv,97R,NHS SUSSEX ICB - 97R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,10,*,15,15,*,35,*,0,*,*,10,*,20,25,*,50,*
2025-26,13,Apr 2025,CCGProv,97R,NHS SUSSEX ICB - 97R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,50,375,425,580,630,805,1435,55,2790,110,50,375,425,645,635,1130,1765,65,3230,120
2025-26,13,Apr 2025,CCGProv,97T,SOUTH EAST - H&J COMMISSIONING HUB,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,*,*,*,*,*,*,0,*,*,0,*,*,*,*,*,*
2025-26,13,Apr 2025,CCGProv,97T,SOUTH EAST - H&J COMMISSIONING HUB,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,10,*,15,20,10,35,*,0,*,*,10,*,15,20,10,35,*
2025-26,13,Apr 2025,CCGProv,99A,NHS CHESHIRE AND MERSEYSIDE ICB - 99A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,99A,NHS CHESHIRE AND MERSEYSIDE ICB - 99A,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,99C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,99E,NHS MID AND SOUTH ESSEX ICB - 99E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,0,*,0,0,*,*,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,99E,NHS MID AND SOUTH ESSEX ICB - 99E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,0,*,*,0,*,*,0,10,0,*,0,*,*,0,*,*,0,10,0
2025-26,13,Apr 2025,CCGProv,99F,NHS MID AND SOUTH ESSEX ICB - 99F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Apr 2025,CCGProv,99F,NHS MID AND SOUTH ESSEX ICB - 99F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2025-26,13,Apr 2025,CCGProv,99G,NHS MID AND SOUTH ESSEX ICB - 99G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,0,*,*,0,0,0,0,0,0,*,0,*,*,0,0
2025-26,13,Apr 2025,CCGProv,99G,NHS MID AND SOUTH ESSEX ICB - 99G,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,0,0,0,*,0,0,*,*,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,A3A8R,NHS NORTH EAST LONDON ICB - A3A8R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,*,10,10,*,10,*,0,*,*,*,*,15,15,*,20,*
2025-26,13,Apr 2025,CCGProv,A3A8R,NHS NORTH EAST LONDON ICB - A3A8R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,10,*,*,10,0,10,*,0,*,*,10,*,*,10,0,10,*
2025-26,13,Apr 2025,CCGProv,B2M3M,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0
2025-26,13,Apr 2025,CCGProv,B2M3M,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,*,*,*,0,*,0,0,0,0,*,*,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,D2P2L,NHS BLACK COUNTRY ICB - D2P2L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,*
2025-26,13,Apr 2025,CCGProv,D2P2L,NHS BLACK COUNTRY ICB - D2P2L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Apr 2025,CCGProv,D4U1Y,NHS FRIMLEY ICB - D4U1Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,0,*,0,*,*,0,0,0,*,*,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,D4U1Y,NHS FRIMLEY ICB - D4U1Y,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,*,*,*,0,*,*,*,0,*,*,*,*,*
2025-26,13,Apr 2025,CCGProv,D9Y0V,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,*,0,*,*,0,0,0,*,*,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,D9Y0V,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,*,*,*,0,0,0,*,0,0,0,*,*,*
2025-26,13,Apr 2025,CCGProv,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Apr 2025,CCGProv,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Apr 2025,CCGProv,W2U3Z,NHS NORTH WEST LONDON ICB - W2U3Z,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,10,*,*,10,*,15,*,0,0,0,10,*,10,15,*,15,*
2025-26,13,Apr 2025,CCGProv,W2U3Z,NHS NORTH WEST LONDON ICB - W2U3Z,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,10,*,*,10,0,*,0,0,*,*,10,*,10,10,0,*,0
2025-26,13,May 2025,CCGProv,00L,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*
2025-26,13,May 2025,CCGProv,00P,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,May 2025,CCGProv,00T,NHS GREATER MANCHESTER ICB - 00T,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,0,0,0,0,0,*,0,*,*,0,0,0
2025-26,13,May 2025,CCGProv,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
2025-26,13,May 2025,CCGProv,00Y,NHS GREATER MANCHESTER ICB - 00Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,01F,NHS CHESHIRE AND MERSEYSIDE ICB - 01F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,01G,NHS GREATER MANCHESTER ICB - 01G,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,*,0,0,0,*,0,0,0,0,*,*
2025-26,13,May 2025,CCGProv,01H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2025-26,13,May 2025,CCGProv,01H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,01J,NHS CHESHIRE AND MERSEYSIDE ICB - 01J,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,May 2025,CCGProv,01K,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,01K,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,01T,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,*,0,0,0,*,0,0,0,0,0,*
2025-26,13,May 2025,CCGProv,01T,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,01W,NHS GREATER MANCHESTER ICB - 01W,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,May 2025,CCGProv,01W,NHS GREATER MANCHESTER ICB - 01W,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,May 2025,CCGProv,02E,NHS CHESHIRE AND MERSEYSIDE ICB - 02E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,May 2025,CCGProv,02H,NHS GREATER MANCHESTER ICB - 02H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,0,0,0,0,0,*,0,*,*,0,0,0
2025-26,13,May 2025,CCGProv,02H,NHS GREATER MANCHESTER ICB - 02H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,02P,NHS SOUTH YORKSHIRE ICB - 02P,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,02P,NHS SOUTH YORKSHIRE ICB - 02P,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0,0,0
2025-26,13,May 2025,CCGProv,02T,NHS WEST YORKSHIRE ICB - 02T,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
2025-26,13,May 2025,CCGProv,02X,NHS SOUTH YORKSHIRE ICB - 02X,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,02Y,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,May 2025,CCGProv,03F,NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,03H,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,03H,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,May 2025,CCGProv,03L,NHS SOUTH YORKSHIRE ICB - 03L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,May 2025,CCGProv,03L,NHS SOUTH YORKSHIRE ICB - 03L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,03N,NHS SOUTH YORKSHIRE ICB - 03N,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,03Q,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,0,*,*,0,*,0,0,*,*,0,0,*,*,0,*,0
2025-26,13,May 2025,CCGProv,03R,NHS WEST YORKSHIRE ICB - 03R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*
2025-26,13,May 2025,CCGProv,03R,NHS WEST YORKSHIRE ICB - 03R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,03W,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,May 2025,CCGProv,03W,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,May 2025,CCGProv,04C,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,May 2025,CCGProv,04C,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,04V,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,04V,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,May 2025,CCGProv,05G,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,May 2025,CCGProv,05G,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,May 2025,CCGProv,05Q,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,May 2025,CCGProv,05V,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,May 2025,CCGProv,05W,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
2025-26,13,May 2025,CCGProv,05W,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,May 2025,CCGProv,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,0,*,*,*
